userId,movieId,rating,timestamp
241,47,4.0,1447540959
241,50,4.0,1447536935
241,215,5.0,1447536409
241,296,4.5,1447536332
241,318,3.5,1447536008
241,527,3.5,1447536013
241,593,4.5,1447536097
241,858,4.5,1447536095
241,1193,4.5,1447536273
241,1206,4.0,1447536471
241,1221,4.0,1447536136
241,1265,3.0,1447536398
241,2028,3.0,1447536110
241,2160,2.0,1447540128
241,2324,4.5,1447536021
241,2571,4.0,1447536101
241,2762,3.5,1447536115
241,2858,3.5,1447536210
241,2959,3.0,1447536153
241,2997,3.5,1447540791
241,3083,4.0,1447540419
241,3252,3.5,1447536670
241,3910,5.0,1447540014
241,4235,3.0,1447540359
241,4878,3.5,1447536683
241,4973,5.0,1447536225
241,5791,4.0,1447540333
241,5878,4.0,1447536989
241,5970,4.0,1447540216
241,6016,3.5,1447537098
241,6214,4.0,1447540076
241,6953,3.0,1447540347
241,7361,4.0,1447536354
241,7371,5.0,1447540062
241,8638,5.0,1447536816
241,8973,4.5,1447540720
241,8981,4.0,1447540810
241,27773,3.5,1447536239
241,27803,4.5,1447536343
241,31410,3.5,1447540577
241,39869,4.0,1447540004
241,40819,4.0,1447536454
241,44191,4.0,1447536964
241,44694,4.5,1447540396
241,46578,4.5,1447540168
241,48780,3.5,1447539951
241,53123,3.5,1447536748
241,55247,3.5,1447536243
241,55442,4.0,1447536988
241,56367,3.5,1447536448
241,60950,4.5,1447540257
241,68157,4.5,1447536915
241,71899,4.5,1447536994
241,81786,4.0,1447536785
241,81819,4.0,1447540148
241,86320,4.5,1447540285
241,92259,4.5,1447536017
241,97938,4.5,1447540196
241,99114,4.0,1447536290
241,100714,5.0,1447536802
241,104841,4.5,1447536676
241,106696,4.0,1447540037
241,106782,3.5,1447536439
241,106920,5.0,1447536373
241,109374,3.0,1447536883
241,112183,4.5,1447536889
241,112290,4.5,1447537048
241,112552,4.5,1447536219
241,112556,3.5,1447537044
241,112852,4.0,1447537019
241,115569,4.5,1447536892
241,116797,3.0,1447536305
241,116897,4.5,1447539746
241,117176,3.5,1447536468
241,118700,3.0,1447536831
241,134853,3.5,1447536054
242,21,3.0,834073178
242,32,5.0,834073281
242,39,3.0,834073303
242,47,5.0,834073178
242,111,4.0,834073303
242,150,3.0,834073039
242,153,2.0,834073077
242,161,4.0,834073121
242,185,3.0,834073137
242,208,4.0,834073137
242,225,4.0,834073178
242,231,3.0,834073098
242,236,3.0,834073322
242,253,5.0,834073137
242,266,3.0,834073281
242,292,3.0,834073121
242,296,5.0,834073039
242,300,5.0,834073153
242,316,3.0,834073098
242,317,3.0,834073178
242,318,4.0,834073098
242,329,3.0,834073098
242,337,3.0,834073322
242,344,3.0,834073077
242,349,3.0,834073077
242,380,4.0,834073039
242,410,3.0,834073153
242,432,4.0,834073303
242,434,4.0,834073121
242,454,3.0,834073335
242,457,5.0,834073153
242,588,3.0,834073077
242,590,3.0,834073039
242,592,3.0,834073039
242,593,5.0,834073153
243,10,5.0,837155138
243,36,4.0,837155409
243,44,4.0,837155345
243,48,4.0,837155356
243,62,5.0,837155394
243,112,5.0,837155617
243,145,4.0,837155456
243,153,4.0,837155068
243,161,5.0,837155121
243,165,5.0,837155068
243,172,5.0,837155334
243,173,3.0,837155242
243,181,3.0,837155479
243,193,5.0,837155377
243,227,5.0,837155437
243,248,4.0,837155592
243,353,5.0,837155394
243,356,4.0,837155178
243,376,3.0,837155577
243,377,5.0,837155229
243,380,3.0,837155039
243,410,4.0,837155155
243,420,4.0,837155193
243,434,5.0,837155121
243,442,4.0,837155334
243,466,5.0,837155534
243,485,3.0,837155479
243,520,5.0,837155543
243,527,3.0,837155258
243,586,3.0,837155283
243,588,3.0,837155068
243,589,4.0,837155208
243,592,3.0,837155039
243,595,3.0,837155088
243,648,5.0,837155455
243,736,5.0,837155436
244,6,5.0,975092819
244,10,5.0,975091789
244,110,5.0,975075995
244,145,3.0,975093513
244,151,5.0,975076228
244,163,3.0,975091915
244,165,2.0,975093266
244,227,2.0,975091322
244,257,3.0,975073808
244,292,1.0,975091915
244,316,3.0,975093513
244,329,3.0,975093206
244,349,4.0,975091322
244,356,5.0,975076228
244,368,5.0,975093266
244,377,4.0,975091322
244,380,4.0,975091915
244,445,4.0,975073808
244,457,5.0,975090685
244,479,2.0,975091915
244,507,2.0,975091322
244,541,4.0,975075045
244,547,4.0,975090740
244,555,4.0,975090740
244,589,4.0,975090685
244,593,4.0,975073808
244,647,1.0,975076228
244,648,4.0,975074577
244,733,2.0,975091042
244,736,2.0,975093513
244,780,1.0,975093206
244,786,4.0,975093266
244,1049,4.0,975093513
244,1079,5.0,975075399
244,1090,5.0,975075169
